insert into student (first_name, last_name, gender, age, telephone, scores) values ('Slade', 'Delacroux', 'Male', 58, '9222866088', 92);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stefan', 'Palumbo', 'Male', 38, '2777352259', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Vincent', 'Fegan', 'Male', 96, '1690310774', 67);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Artie', 'Tuiller', 'Male', 45, '5386797336', 76);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cchaddie', 'Feaster', 'Male', 78, '4280648913', 18);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bernete', 'Shepherdson', 'Female', 66, '7953957809', 42);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Brandi', 'Deares', 'Female', 97, '0584973861', 64);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Andre', 'Jaxon', 'Male', 75, '0308479513', 48);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Merna', 'Passby', 'Female', 26, '8078629060', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Freddie', 'Bourdis', 'Male', 40, '7974627077', 30);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Joellyn', 'Leynham', 'Female', 28, '0903127199', 41);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Samuele', 'Kembry', 'Male', 18, '5177275663', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Harland', 'Janosevic', 'Male', 81, '5511688282', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bax', 'Bugs', 'Male', 57, '3353467319', 69);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Marcus', 'Billiard', 'Male', 57, '5355449387', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Malvina', 'Passby', 'Female', 78, '3330796294', 58);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Opalina', 'McKay', 'Female', 86, '0065485785', 9);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kelsey', 'Bulstrode', 'Female', 38, '9983638223', 76);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Graig', 'Dunphy', 'Male', 70, '9394020357', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Maryrose', 'Scales', 'Female', 46, '6264226297', 44);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Averil', 'Arnaut', 'Male', 43, '7988915681', 89);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cathlene', 'Maffini', 'Female', 22, '3055607783', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Phillipp', 'Drewett', 'Male', 97, '2796562301', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Xenos', 'Rowcliffe', 'Male', 99, '5084910229', 58);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Mervin', 'Learoyd', 'Male', 78, '2705536043', 100);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Morgen', 'Halloran', 'Female', 83, '1321351127', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Libbi', 'Rathborne', 'Female', 69, '7744508823', 42);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cori', 'Allewell', 'Male', 3, '5125562440', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Marylinda', 'Bedells', 'Female', 6, '1808873351', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Zebulon', 'Swanborrow', 'Male', 16, '6025972281', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jermaine', 'Calley', 'Female', 100, '5622523354', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aldon', 'Ollet', 'Male', 96, '8026426932', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Packston', 'Purver', 'Male', 70, '4853389032', 17);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ches', 'Murtell', 'Male', 34, '6160746480', 72);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Chan', 'Pasby', 'Male', 98, '4013095750', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Xylina', 'Selcraig', 'Female', 93, '4690597359', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stacee', 'McMurrugh', 'Female', 43, '4737682055', 4);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tobe', 'Adenot', 'Male', 29, '0305271075', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Anna', 'Swinbourne', 'Female', 43, '6688478765', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jacob', 'Hulke', 'Male', 12, '6343412581', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Grantham', 'Morville', 'Male', 47, '9415973838', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('D''arcy', 'McDougle', 'Male', 12, '3266177851', 65);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ivan', 'Probart', 'Male', 24, '4156151344', 69);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jacqueline', 'Toynbee', 'Female', 58, '1215750676', 19);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nollie', 'Whal', 'Male', 36, '3472565187', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Juli', 'Blues', 'Female', 100, '2223486800', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lemmy', 'Handes', 'Male', 5, '9991176330', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kurtis', 'Pickhaver', 'Male', 69, '4289296424', 78);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Minette', 'Jest', 'Female', 98, '3996256019', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sayre', 'Mabey', 'Female', 30, '6555545216', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tate', 'Dore', 'Male', 81, '0973529830', 96);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Armstrong', 'McReedy', 'Male', 11, '2945045672', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Keith', 'Hupka', 'Male', 62, '0971119740', 7);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rhodie', 'Cotherill', 'Female', 10, '5431401343', 18);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Brena', 'Northfield', 'Female', 19, '6258207901', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Geri', 'Ahrens', 'Male', 29, '4681937126', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Thebault', 'Cutmere', 'Male', 31, '1756278997', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Constance', 'Stainton - Skinn', 'Female', 78, '8644191381', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Welsh', 'Yakebovich', 'Male', 27, '9293105004', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Adrianne', 'Want', 'Female', 56, '8133986788', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dorie', 'Poker', 'Female', 99, '8205342199', 73);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dolley', 'Arney', 'Female', 73, '6370434329', 32);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Herby', 'Simonato', 'Male', 14, '9269196992', 58);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Danita', 'O''Crevan', 'Female', 95, '0195855116', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Feodora', 'Chamberlayne', 'Female', 90, '0922569533', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kip', 'Sturm', 'Female', 11, '7441469775', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Hannah', 'Maile', 'Female', 74, '6921602567', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nathaniel', 'Hedney', 'Male', 39, '6355689044', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Candice', 'Pfleger', 'Female', 27, '6044588254', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Guenevere', 'Pattison', 'Female', 97, '1060176661', 15);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Deny', 'Santos', 'Female', 66, '3269389191', 6);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kristopher', 'Bovaird', 'Male', 37, '6142976305', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dorie', 'Cordeiro', 'Male', 23, '9857642829', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sybila', 'MacGill', 'Female', 90, '9476777893', 72);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eva', 'Whiskin', 'Female', 30, '0445883863', 15);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eunice', 'Weiner', 'Female', 63, '0102794030', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Joella', 'Karadzas', 'Female', 22, '1626535515', 73);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Riva', 'Terrelly', 'Female', 82, '5510879874', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tabor', 'Dodgson', 'Male', 28, '9824563938', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ofella', 'Jentin', 'Female', 94, '8778294762', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tremayne', 'Webben', 'Male', 38, '9203432655', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Marj', 'Maps', 'Female', 44, '2339462320', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aleksandr', 'Koschke', 'Male', 34, '9226105677', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Erina', 'Hayler', 'Female', 16, '6781258605', 26);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Haroun', 'Bowra', 'Male', 85, '5016861730', 26);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Babs', 'Benit', 'Female', 87, '7218391524', 32);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jory', 'Rubica', 'Male', 33, '6580335122', 66);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Syman', 'Redholes', 'Male', 35, '8312620036', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Evy', 'Taill', 'Female', 38, '0324465157', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Burnaby', 'McComas', 'Male', 91, '4494600164', 78);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Chastity', 'Fetherstone', 'Female', 22, '2661339027', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Matteo', 'Pethick', 'Male', 4, '9301186780', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Charity', 'Tanguy', 'Female', 16, '1858036917', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Smith', 'Martini', 'Male', 52, '9810646666', 46);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kylie', 'Shambroke', 'Male', 3, '8443552379', 69);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Teodora', 'Rout', 'Female', 65, '4415672051', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Shepperd', 'Rasch', 'Male', 97, '8659773888', 16);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Annora', 'Logue', 'Female', 59, '3330312475', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Muffin', 'Sudy', 'Female', 86, '7004735540', 40);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sharline', 'Walley', 'Female', 20, '3666213545', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Carling', 'Esplin', 'Male', 34, '7416833736', 73);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Clary', 'McNess', 'Female', 67, '6446626770', 32);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Veda', 'Weatherburn', 'Female', 80, '2695738056', 83);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Krystal', 'Ryan', 'Female', 87, '9817702456', 95);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Isabelle', 'Dorsett', 'Female', 34, '2438898607', 72);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Fredi', 'Mcimmie', 'Female', 75, '9072153138', 59);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gerhardt', 'Ege', 'Male', 89, '5377363639', 53);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Constanta', 'O'' Donohoe', 'Female', 81, '5591837514', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kort', 'Biscomb', 'Male', 34, '2070547442', 60);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Walsh', 'Schowenburg', 'Male', 46, '8718280013', 96);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Midge', 'Irce', 'Female', 78, '0008192707', 0);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Katy', 'Knewstubb', 'Female', 15, '4172064663', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sergent', 'Fearnsides', 'Male', 91, '5275872917', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Monro', 'Poyle', 'Male', 43, '0008736073', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jacki', 'Geerdts', 'Female', 58, '5354450780', 65);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Flss', 'Danher', 'Female', 65, '6197908409', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Marj', 'Conkey', 'Female', 53, '5113231665', 80);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Meridith', 'Tolley', 'Female', 97, '6841152530', 54);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Conant', 'Cowles', 'Male', 79, '9143971121', 27);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Corabel', 'Farra', 'Female', 14, '1787809927', 95);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kaleena', 'Roscamps', 'Female', 41, '0504728237', 61);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gray', 'Poles', 'Male', 97, '1666327964', 100);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Hedvige', 'Trenam', 'Female', 24, '7428537304', 59);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Errick', 'Josebury', 'Male', 79, '4634561719', 69);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sharai', 'Billett', 'Female', 91, '3696872326', 9);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Renato', 'Caughey', 'Male', 42, '8489069611', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Casey', 'Capner', 'Male', 75, '3077035081', 27);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gizela', 'Duran', 'Female', 46, '8232643277', 77);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dagmar', 'Brumpton', 'Female', 59, '2601828218', 44);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Willdon', 'Haborn', 'Male', 13, '4442107947', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Valentijn', 'Fenge', 'Male', 2, '6912281400', 23);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lexy', 'Dorrian', 'Female', 37, '3509973151', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wat', 'Burges', 'Male', 78, '0509287808', 32);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nial', 'Trayford', 'Male', 38, '1058761838', 41);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Quinlan', 'Gillhespy', 'Male', 90, '7906282639', 95);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Zorine', 'Wills', 'Female', 26, '9743426299', 93);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wanda', 'Jarritt', 'Female', 58, '6914999686', 77);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Austen', 'Cawley', 'Male', 34, '3888401011', 49);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eddie', 'Pietrusiak', 'Female', 13, '8770747830', 76);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pete', 'Macak', 'Male', 57, '6329086109', 14);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Jervis', 'Kinchin', 'Male', 2, '4740839393', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Olag', 'Bock', 'Male', 99, '0527204072', 66);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Juditha', 'Haslen', 'Female', 26, '8916222796', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lucius', 'Deave', 'Male', 54, '4421416169', 35);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Katharyn', 'Wolland', 'Female', 99, '8324270167', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Perkin', 'Breche', 'Male', 88, '9540193982', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aylmar', 'Johnsey', 'Male', 89, '4183128161', 47);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Randell', 'Shaw', 'Male', 1, '0792347404', 16);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Prince', 'Dee', 'Male', 43, '4099268306', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Talya', 'Bramall', 'Female', 49, '9302834697', 65);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Mozelle', 'Houlahan', 'Female', 57, '6667624568', 67);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sadie', 'Torvey', 'Female', 69, '7354777994', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Anette', 'Marusyak', 'Female', 60, '2795364670', 11);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nissie', 'Zanetto', 'Female', 77, '5450938454', 22);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gabriel', 'Maty', 'Female', 30, '8121242991', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Willie', 'Thornthwaite', 'Female', 89, '8347818711', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Barnie', 'Handling', 'Male', 35, '0039834255', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lyon', 'Aldersley', 'Male', 37, '4242678541', 35);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Luise', 'Ritchings', 'Female', 52, '2666999157', 31);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Shay', 'Shafto', 'Male', 44, '3267440971', 12);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pip', 'Allott', 'Male', 32, '4264791219', 79);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dianemarie', 'Whatmough', 'Female', 50, '0212291386', 2);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nobie', 'Manchett', 'Male', 18, '4638188672', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Eben', 'Sutherns', 'Male', 85, '3289761002', 45);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bellina', 'Gorger', 'Female', 52, '6556248096', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Melodie', 'Van Weedenburg', 'Female', 84, '8534888930', 22);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lilli', 'Coady', 'Female', 8, '9219314398', 57);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Barny', 'Kniveton', 'Male', 55, '2982481766', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Maxwell', 'Zorzin', 'Male', 2, '0271783192', 97);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Angie', 'Carpmile', 'Male', 21, '2517789959', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Chandra', 'Kinny', 'Female', 100, '3967328759', 33);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tallulah', 'Harbron', 'Female', 29, '5524413945', 80);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Orson', 'Giacoppo', 'Male', 45, '2668970636', 62);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Barth', 'Dawtre', 'Male', 94, '0204777852', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Doralynn', 'Tothacot', 'Female', 50, '7861039919', 64);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Gussy', 'Dillinger', 'Female', 46, '4769617887', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Marie-jeanne', 'Geyton', 'Female', 5, '9709357654', 91);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Blake', 'Casserley', 'Male', 63, '5243733865', 85);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Agosto', 'Schimann', 'Male', 73, '5638283617', 70);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Nelia', 'Maharry', 'Female', 63, '1885924445', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Boyce', 'Bougourd', 'Male', 47, '5821336384', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Carny', 'Stanfield', 'Male', 49, '3866619243', 53);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Willis', 'Fettis', 'Male', 51, '9112115908', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Lyndy', 'Garrit', 'Female', 20, '6105976399', 2);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Chantal', 'Emnoney', 'Female', 92, '5795757039', 42);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ashlie', 'Bottoner', 'Female', 42, '9814230766', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Urbano', 'Miche', 'Male', 12, '8189138413', 75);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Moses', 'Eisold', 'Male', 92, '6505391118', 81);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Tam', 'Thacke', 'Male', 98, '6672420819', 0);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Judi', 'Koenen', 'Female', 61, '2552390323', 8);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ranice', 'Oxbrough', 'Female', 32, '6799397615', 53);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Coleman', 'Gudgion', 'Male', 34, '7880237720', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Delinda', 'Rhymer', 'Female', 50, '5302627566', 28);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Atlanta', 'Cromley', 'Female', 67, '9997926803', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Kaleena', 'Andreou', 'Female', 90, '0144324202', 1);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Dav', 'Brood', 'Male', 30, '3990954210', 41);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Esteban', 'Havers', 'Male', 23, '4721569386', 92);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Parnell', 'Caslane', 'Male', 83, '4390389424', 5);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cecil', 'Dawks', 'Male', 35, '5430545430', 3);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Glendon', 'Wedon', 'Male', 70, '7629435258', 68);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Reyna', 'Caswell', 'Female', 26, '6190528031', 98);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Cordell', 'Woodings', 'Male', 99, '7897525678', 52);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Matthiew', 'Morillas', 'Male', 67, '2317798369', 36);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Bobbie', 'Nardoni', 'Male', 3, '0039832805', 36);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Felicle', 'Whittenbury', 'Female', 4, '7607038922', 74);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Channa', 'Randles', 'Female', 64, '5962480007', 38);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Doralia', 'Ponte', 'Female', 85, '0536698929', 88);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Emlen', 'Enriquez', 'Male', 54, '4443956883', 61);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Junina', 'McCarter', 'Female', 83, '3820110151', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Aime', 'California', 'Female', 9, '0788617850', 15);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Wilt', 'Crinson', 'Male', 40, '5992067515', 42);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Galvan', 'Chatenet', 'Male', 12, '5974192109', 13);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Phineas', 'Gottelier', 'Male', 10, '6474740612', 73);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Elia', 'Varga', 'Male', 79, '7683205230', 0);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Fiorenze', 'Wrathmell', 'Female', 57, '5679515717', 19);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sonnie', 'Bootes', 'Male', 2, '4780038480', 32);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Connor', 'Bernette', 'Male', 72, '1023491346', 63);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Guthrie', 'Philipsohn', 'Male', 26, '1001642406', 29);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stan', 'Petto', 'Male', 78, '1661352464', 51);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Micky', 'Leall', 'Male', 58, '5715924065', 54);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Humfrid', 'Poppleton', 'Male', 70, '0395585759', 80);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Siana', 'Plaister', 'Female', 31, '6027320303', 21);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Stafford', 'Dhillon', 'Male', 3, '6411513112', 24);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ferne', 'Appleyard', 'Female', 1, '4382114772', 28);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Brnaba', 'Jeens', 'Male', 62, '6321946982', 41);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Britni', 'Loddon', 'Female', 34, '2694477143', 43);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Sterling', 'Burbury', 'Male', 87, '3558580184', 72);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Mildrid', 'Lemonnier', 'Female', 52, '5251316607', 90);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Paquito', 'Orry', 'Male', 85, '5860238800', 82);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ursala', 'Mehaffey', 'Female', 3, '7869045926', 24);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Haywood', 'Vasiltsov', 'Male', 52, '2345616415', 99);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Pegeen', 'Tremblot', 'Female', 52, '1560509295', 38);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Rozanna', 'Penrice', 'Female', 60, '1249363128', 87);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Ashil', 'Garlick', 'Female', 57, '0155672460', 39);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Thorny', 'Thoday', 'Male', 69, '7162049877', 11);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Denna', 'Leason', 'Female', 41, '4390483188', 11);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Evered', 'Evershed', 'Male', 14, '6492548744', 27);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Robena', 'Flatt', 'Female', 68, '7812853136', 2);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Elisabet', 'Simkin', 'Female', 78, '9260433541', 55);
insert into student (first_name, last_name, gender, age, telephone, scores) values ('Garry', 'Younger', 'Male', 47, '5605649949', 94);
